,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species,Taxa
ASV_3622,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Vorticella,Vorticella_gracilis,Alveolata
ASV_3623,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,NA,NA,NA,Stramenopiles
ASV_3624,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3625,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3626,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Novel-Gran-6,Novel-Gran-6_X,Novel-Gran-6_X_sp.,Rhizaria
ASV_3627,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,NA,NA,NA,NA,Rhizaria
ASV_3628,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Leptophryidae_X,Leptophryidae_X_sp.,Rhizaria
ASV_3629,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3630,Eukaryota,TSAR,Rhizaria,Rhizaria_X,Rhizaria_XX,Aquavolonida,Aquavolonida_X,Aquavolon,Aquavolon_hoantrani,Rhizaria
ASV_3631,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata,Stramenopiles
ASV_3632,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_hystrix,Opisthokonta_Gastrotricha
ASV_3633,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,Rhizaria
ASV_3634,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3635,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,Glissomonadida_Clade-Y,Glissomonadida_Clade-Y_X,Glissomonadida_Clade-Y_X_sp.,Rhizaria
ASV_3636,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3637,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA,Stramenopiles
ASV_3638,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Issatchenkia,Issatchenkia_sp.,Opisthokonta_Ascomycota
ASV_3639,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3640,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Planophila,Planophila_laetevirens,Chlorophyta
ASV_3641,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,NA,NA,Stramenopiles
ASV_3642,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,NA,NA,Rhizaria
ASV_3643,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Peronosporales,Pythium,NA,Stramenopiles
ASV_3644,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3645,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3646,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_graciloides,Opisthokonta_Arthropoda
ASV_3647,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_vietnamica,Cryptophyta
ASV_3648,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella_meneghiniana,Stramenopiles
ASV_3649,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.,Rhizaria
ASV_3650,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3651,Eukaryota,Obazoa,Opisthokonta,Metazoa,Rotifera,Rotifera_X,Rotifera_XX,NA,NA,Opisthokonta_Rotifera
ASV_3652,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiaceae,NA,NA,Opisthokonta_Chytridiomycota
ASV_3653,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,NA,NA,NA,NA,Chlorophyta
ASV_3654,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,NA,Stramenopiles
ASV_3655,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthorales,Entomophthora,Entomophthora_culicis,Opisthokonta_Zoopagomycota
ASV_3656,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3657,Eukaryota,Obazoa,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3658,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3659,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3660,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3661,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Haptoglossales,Haptoglossa,Haptoglossa_sp.,Stramenopiles
ASV_3662,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Arachnomyxa,Arachnomyxa_cryptophaga,Rhizaria
ASV_3663,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Hartmannellidae,Copromyxa,Copromyxa_laresi,Tubulinea
ASV_3664,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Dactylopodida,Vexilliferidae,Vexillifera,Vexillifera_fluvialis,Discosea
ASV_3665,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3666,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_3667,Eukaryota,Excavata,Discoba,Discoba_X,Discoba_XX,Jakobida,Jakobida_X,Ophirina,Ophirina_amphinema,Discoba
ASV_3668,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Spencermartinsia,Rhizophlyctis_harderi,Opisthokonta_Ascomycota
ASV_3669,Eukaryota,Archaeplastida,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3670,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3671,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,NA,NA,NA,Stramenopiles
ASV_3672,Eukaryota,Obazoa,Opisthokonta,Fungi,Monoblepharomycota,Sanchytriales,Sanchytriaceae,Sanchytrium,Sanchytrium_tribonematis,Opisthokonta_Monoblepharomycota
ASV_3673,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysosaccales,Chrysosaccaceae,Chrysosphaera,Chrysosphaera_parvula,Stramenopiles
ASV_3674,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Dothidea,Dothidea_ribesia,Opisthokonta_Ascomycota
ASV_3675,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellidae,Vampyrella,Vampyrella_pendula,Rhizaria
ASV_3676,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Lecanoromycetes,Cyanodermella,Cyanodermella_oleoligni,Opisthokonta_Ascomycota
ASV_3677,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3678,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_ovata,Cryptophyta
ASV_3679,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_ovata,Cryptophyta
ASV_3680,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3681,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_tobin,Haptophyta
ASV_3682,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis,Chlorophyta
ASV_3683,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata,Stramenopiles
ASV_3684,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3685,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3686,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,NA,NA,NA,Alveolata
ASV_3687,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Saprolegniales,Aphanomyces,NA,Stramenopiles
ASV_3688,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3689,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Kathablepharidida_XX,Kathablepharidida_XX_sp.,Kathablepharidacea
ASV_3690,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Spizellomycetaceae,NA,NA,Opisthokonta_Chytridiomycota
ASV_3691,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Nolandellidae,Nolandellidae_X,Nolandellidae_X_sp.,Tubulinea
ASV_3692,Eukaryota,TSAR,Stramenopiles,Gyrista,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_elastica,Stramenopiles
ASV_3693,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_3694,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_uralensis,Cryptophyta
ASV_3695,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,NA,NA,NA,NA,NA,Streptophyta
ASV_3696,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Amphitraemidae,Amphitrema,Amphitrema_sp.,Stramenopiles
ASV_3697,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,OLIGO4,OLIGO4_X,OLIGO4_XX,OLIGO4_XX_sp.,Alveolata
ASV_3698,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Tulasnella,Tulasnella_pruinosa,Opisthokonta_Basidiomycota
ASV_3699,Eukaryota,Obazoa,Opisthokonta,Metazoa,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3700,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3701,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_vulgaris,Stramenopiles
ASV_3702,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,NA,Cryptophyta
ASV_3703,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3704,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,NA,NA,NA,NA,NA,Streptophyta
ASV_3705,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_orientale,Chlorophyta
ASV_3706,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,NA,NA,NA,NA,NA,Streptophyta
ASV_3707,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,Urosolenia_eriensis,Stramenopiles
ASV_3708,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3709,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalinata,Blastocystis-Group,Blastocystis,NA,Stramenopiles
ASV_3710,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3711,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_graciloides,Opisthokonta_Arthropoda
ASV_3712,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.,Rhizaria
ASV_3713,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3714,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,Ischnamoebidae,Darbyshirella,Darbyshirella_terrestris,Evosea
ASV_3715,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3716,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3717,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3718,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3719,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3720,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,Salpingoeca_C1,Salpingoeca_fusiformis,Opisthokonta_Choanoflagellatea
ASV_3721,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_env_clade-I,Chrysophyceae_env_clade-I_X,Chrysophyceae_env_clade-I_XX,Chrysophyceae_env_clade-I_XX_sp.,Stramenopiles
ASV_3722,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA,Opisthokonta_Gastrotricha
ASV_3723,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,sm27-lineage,sm27-lineage_X,sm27-lineage_X_sp.,Rhizaria
ASV_3724,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3725,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,NA,NA,NA,NA,Rhizaria
ASV_3726,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3727,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Paracercomonadida,Paracercomonadida_X,NA,NA,Rhizaria
ASV_3728,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.,Stramenopiles
ASV_3729,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_crassicauda,Rhizaria
ASV_3730,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,NA,NA,Rhizaria
ASV_3731,Eukaryota,TSAR,Rhizaria,Rhizaria_X,Rhizaria_XX,Aquavolonida,Aquavolonida_X,Aquavolon,NA,Rhizaria
ASV_3732,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3733,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3734,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_3735,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,Allapsidae,NA,NA,Rhizaria
ASV_3736,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Kathablepharidida_XX,Kathablepharidida_XX_sp.,Kathablepharidacea
ASV_3737,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Tulasnella,Tulasnella_violea,Opisthokonta_Basidiomycota
ASV_3738,Eukaryota,Excavata,Discoba,Discoba_X,Discoba_XX,Jakobida,Jakobida_X,Ophirina,Ophirina_amphinema,Discoba
ASV_3739,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3740,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Adriamonas,Adriamonas_peritocrescens,Stramenopiles
ASV_3741,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucyclops,Eucyclops_serrulatus,Opisthokonta_Arthropoda
ASV_3742,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozella,Rozella_allomycis,Opisthokonta_Rozellomycota
ASV_3743,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,NA,NA,NA,NA,Chlorophyta
ASV_3744,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Chironomus,Chironomus_tentans,Opisthokonta_Arthropoda
ASV_3745,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3746,Eukaryota,TSAR,Rhizaria,NA,NA,NA,NA,NA,NA,Rhizaria
ASV_3747,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Filobasidium,NA,Opisthokonta_Basidiomycota
ASV_3748,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,NA,NA,NA,NA,Cryptophyta
ASV_3749,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Filosa-Imbricatea_XXX,Filosa-Imbricatea_XXX_sp.,Rhizaria
ASV_3750,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydopodium,Chlamydopodium_sp.,Chlorophyta
ASV_3751,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,NA,Chlorophyta
ASV_3752,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Ooplanctella,Ooplanctella_planoconvexa,Chlorophyta
ASV_3753,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Isotoma,Isotoma_viridis,Opisthokonta_Arthropoda
ASV_3754,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,Mallomonas,Mallomonas_caudata,Stramenopiles
ASV_3755,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,Closterium,NA,Streptophyta
ASV_3756,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Adriamonas,Adriamonas_peritocrescens,Stramenopiles
ASV_3757,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Atractomorpha,Atractomorpha_echinata,Chlorophyta
ASV_3758,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,NA,NA,Opisthokonta_Chytridiomycota
ASV_3759,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3760,Eukaryota,TSAR,Stramenopiles,Gyrista,Hyphochytriomyceta,Hyphochytriales,Hyphochrytriaceae,Rhizidiomyces,Rhizidiomyces_apophysatus,Stramenopiles
ASV_3761,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3762,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,NA,Stramenopiles
ASV_3763,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Horreolanus,Horreolanus_orphanus,Opisthokonta_Arthropoda
ASV_3764,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3765,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.,Stramenopiles
ASV_3766,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3767,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3768,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3769,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3770,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,NA,NA,NA,NA,Opisthokonta_Basidiomycota
ASV_3771,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Cupressus,Cupressus_gigantea,Streptophyta
ASV_3772,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Stauroneidaceae,NA,NA,Stramenopiles
ASV_3773,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3774,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3775,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_vietnamica,Cryptophyta
ASV_3776,Bacteria,Terrabacteria,Firmicutes,Firmicutes_X,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pyogenes,Firmicutes
ASV_3777,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellidae,Vampyrella,Vampyrella_pendula,Rhizaria
ASV_3778,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Lemnicola,Lemnicola_hungarica,Stramenopiles
ASV_3779,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,NA,NA,Cryptophyta
ASV_3780,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Myrothecium,Myrothecium_cinctum,Opisthokonta_Ascomycota
ASV_3781,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3782,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,NA,NA,NA,NA,NA,Chlorophyta
ASV_3783,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_asterionellae,Opisthokonta_Chytridiomycota
ASV_3784,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3785,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,NA,NA,NA,Stramenopiles
ASV_3786,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_hystrix,Opisthokonta_Gastrotricha
ASV_3787,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,Closterium,NA,Streptophyta
ASV_3788,Eukaryota,Obazoa,Opisthokonta,Fungi,Monoblepharomycota,Sanchytriales,Sanchytriaceae,Sanchytrium,Sanchytrium_tribonematis,Opisthokonta_Monoblepharomycota
ASV_3789,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA,Stramenopiles
ASV_3790,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3791,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,Pseudophyllomitidae_X,Pseudophyllomitus,Pseudophyllomitus_granulatus,Stramenopiles
ASV_3792,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellatea_XX,Salpingoeca,Salpingoeca_macrocollata,Opisthokonta_Choanoflagellatea
ASV_3793,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_imperforata,Stramenopiles
ASV_3794,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellida_X,Placopus,Placopus_flabellus,Rhizaria
